"Date","Season","Plot.Type","Sample","Sample.Type","Wet.Mass","Avg..Soil.moisture","Calc..dry.mass","Avg..Temp","Day","rain","Plot","Plot.pair","taxa","abundance","J","shannon","simpson","invsimp","diff.shannon","diff.moisture","monthly.mean.abundance","monthly.mean.taxa","monthly.mean.shannon","monthly.mean.J","monthly.mean.simpson","monthly.mean.invsimp","integer.abundance"
2019-12-14,"Wet","W","1S","Soil",304.5,46.3,163.5165,29.7,0,387.6,"1","A",9,201.814495784829,0.732390997933598,1.6092275008795,0.692378328741965,3.25074626865672,-1.41435654408446,9.68790637778362,188.735642877114,7.6,1.6457574955678,0.822607030056262,0.73093847822303,4.29032107123211,202
2019-12-14,"Wet","C","2S","Soil",341.3,51.26666667,166.32686665529,25.83333333,0,387.6,"2","A",6,90.1838668739385,0.885601407320416,1.58678470752805,0.755555555555556,4.09090909090909,-1.41435654408446,9.68790637778362,256.99346304834,8.6,1.73699652784586,0.831633254047386,0.772095684380392,4.51670512035987,90
2019-12-14,"Wet","W","3S","Soil",341.2,44.6,189.0248,30,0,387.6,"3","B",8,79.3546666892387,0.894196243500611,1.85942881514923,0.808888888888889,5.23255813953488,-7.31650690768729,12.2047244094488,188.735642877114,7.6,1.6457574955678,0.822607030056262,0.73093847822303,4.29032107123211,79
2019-12-14,"Wet","C","4S","Soil",389.2,50.8,191.4864,25.43333333,0,387.6,"4","B",7,67.8899389199442,0.890410444202866,1.73265872019921,0.781065088757396,4.56756756756757,-7.31650690768729,12.2047244094488,256.99346304834,8.6,1.73699652784586,0.831633254047386,0.772095684380392,4.51670512035987,68
2019-12-14,"Wet","W","5S","Soil",300.7,47.36666667,158.26843332331,28.3,0,387.6,"5","C",5,50.5470347561831,0.928383211769586,1.49417513828931,0.75,4,2.47162346614103,5.89403972224464,188.735642877114,7.6,1.6457574955678,0.822607030056262,0.73093847822303,4.29032107123211,51
2019-12-14,"Wet","C","6S","Soil",557.4,50.33333333,276.84200001858,25.23333333,0,387.6,"6","C",10,307.034337254807,0.66535714078127,1.53204143388009,0.702947845804989,3.36641221374046,2.47162346614103,5.89403972224464,256.99346304834,8.6,1.73699652784586,0.831633254047386,0.772095684380392,4.51670512035987,307
2019-12-14,"Wet","W","7S","Soil",285.7,53.46666667,132.94573332381,27.2,0,387.6,"7","D",9,120.34985704302,0.931510849553618,2.04673853269455,0.8515625,6.73684210526316,-14.2306524868737,-1.39064476620674,188.735642877114,7.6,1.6457574955678,0.822607030056262,0.73093847822303,4.29032107123211,120
2019-12-14,"Wet","C","8S","Soil",419.3,52.73333333,198.18913334731,25.06666667,0,387.6,"8","D",7,60.5482237967659,0.920782221161602,1.79175946922805,0.805555555555556,5.14285714285714,-14.2306524868737,-1.39064476620674,256.99346304834,8.6,1.73699652784586,0.831633254047386,0.772095684380392,4.51670512035987,61
2019-12-14,"Wet","W","9S","Soil",301.4,48.03333333,156.62753334338,28.73333333,0,387.6,"9","E",7,491.612160112298,0.626553847523898,1.21921749082641,0.551862673484295,2.23145884270579,40.2853203168097,4.94722955177752,188.735642877114,7.6,1.6457574955678,0.822607030056262,0.73093847822303,4.29032107123211,492
2019-12-14,"Wet","C","10S","Soil",247.6,50.53333333,122.47946667492,25.4,0,387.6,"10","E",13,759.310948396247,0.796015056770774,2.0417383083939,0.815354376228466,5.41577958672511,40.2853203168097,4.94722955177752,256.99346304834,8.6,1.73699652784586,0.831633254047386,0.772095684380392,4.51670512035987,759
2020-01-16,"Dry","W","1S","Soil",1355,32.06666667,920.4966666215,29.76666667,33,46,"1","A",11,242.260518789793,0.711427857432062,1.70592949627342,0.740636310074909,3.85558981015739,22.6557293540428,12.7833182218692,246.69649859663,11,1.67729324879799,0.699008421470092,0.746745233518559,4.08883148965714,242
2020-01-16,"Dry","C","2S","Soil",1361.2,36.76666667,860.73213328796,26.23333333,33,46,"2","A",14,175.432046928684,0.835764856359721,2.20563137001096,0.861577794010226,7.22427440633246,22.6557293540428,12.7833182218692,170.147749996547,13.2,2.01427694515761,0.779345589577669,0.814175003715422,6.05889467490665,175
2020-01-16,"Dry","W","3S","Soil",1503.1,37.5,939.4375,30.7,33,46,"3","B",11,307.630896147961,0.680215257221152,1.63108494977593,0.756786703601108,4.11161731207289,-11.1037664871702,-1.71790234161682,246.69649859663,11,1.67729324879799,0.699008421470092,0.746745233518559,4.08883148965714,308
2020-01-16,"Dry","C","4S","Soil",1450.8,36.86666667,915.93839995164,26.3,33,46,"4","B",12,201.978648356448,0.590796236532004,1.4680734968281,0.658967391304348,2.93227091633466,-11.1037664871702,-1.71790234161682,170.147749996547,13.2,2.01427694515761,0.779345589577669,0.814175003715422,6.05889467490665,202
2020-01-16,"Dry","W","5S","Soil",1609.1,35.93333333,1030.89673338697,30.33333333,33,46,"5","C",12,207.58626258996,0.725516668624924,1.80284119439811,0.777592088093221,4.49624292331446,18.1166494887272,-0.465983205921169,246.69649859663,11,1.67729324879799,0.699008421470092,0.746745233518559,4.08883148965714,208
2020-01-16,"Dry","C","6S","Soil",1417.7,35.76666667,910.63596661941,26.1,33,46,"6","C",14,206.449126644887,0.834282326257518,2.20171888807837,0.859290091340039,7.10682004930156,18.1166494887272,-0.465983205921169,170.147749996547,13.2,2.01427694515761,0.779345589577669,0.814175003715422,6.05889467490665,206
2020-01-16,"Dry","W","7S","Soil",1435.4,31.73333333,979.89973338118,29.66666667,33,46,"7","D",10,303.092234728129,0.602316645932384,1.38688533018608,0.655709443324908,2.90452346313902,31.5004748866191,26.4864864998852,246.69649859663,11,1.67729324879799,0.699008421470092,0.746745233518559,4.08883148965714,303
2020-01-16,"Dry","C","8S","Soil",1567.6,43.16666667,890.91933328108,25.96666667,33,46,"8","D",13,157.141050564486,0.789358334682465,2.0246641533507,0.833083173748771,5.99100775193798,31.5004748866191,26.4864864998852,170.147749996547,13.2,2.01427694515761,0.779345589577669,0.814175003715422,6.05889467490665,157
2020-01-16,"Dry","W","9S","Soil",1532.7,35.1,994.7223,30.5,33,46,"9","E",11,172.912580727304,0.77556567813994,1.85972527335642,0.803001622498648,5.07618393960192,14.3495602098005,-9.6875,246.69649859663,11,1.67729324879799,0.699008421470092,0.746745233518559,4.08883148965714,173
2020-01-16,"Dry","C","10S","Soil",1460.7,32,993.276,26.3,33,46,"10","E",13,109.737877488231,0.846526194056635,2.17129681751993,0.857956568173727,7.04010025062657,14.3495602098005,-9.6875,170.147749996547,13.2,2.01427694515761,0.779345589577669,0.814175003715422,6.05889467490665,110
2020-03-16,"Dry","W","1S","Soil",1458.4,34.16666667,960.11333328472,29.83333333,93,12.2,"1","A",12,406.202045612407,0.639277728923221,1.58854547966268,0.753719842703794,4.06041644190312,-8.64649457288308,10.3237095275591,435.748535493415,13.8,1.4472638204457,0.55587410659401,0.671246638070472,3.1099581369928,406
2020-03-16,"Dry","C","2S","Soil",1600.7,38.1,990.8333,26.03333333,93,12.2,"2","A",15,614.634167018811,0.539917275446834,1.46212308635236,0.621158808350927,2.63962848297214,-8.64649457288308,10.3237095275591,285.339100322617,14.2,1.71900606404658,0.653657620169632,0.724808182916186,3.81855873946793,615
2020-03-16,"Dry","W","3S","Soil",1739.2,26.26666667,1282.37013327536,30.16666667,93,12.2,"3","B",13,318.160872132844,0.557502089935852,1.42996462736443,0.662167737009648,2.96004884538976,16.7432918415082,19.5097037609305,435.748535493415,13.8,1.4472638204457,0.55587410659401,0.671246638070472,3.1099581369928,318
2020-03-16,"Dry","C","4S","Soil",1505.8,32.63333333,1014.40726671686,26,93,12.2,"4","B",13,213.918025944671,0.669618223284257,1.71753683155749,0.708708184120884,3.43298350824588,16.7432918415082,19.5097037609305,285.339100322617,14.2,1.71900606404658,0.653657620169632,0.724808182916186,3.81855873946793,214
2020-03-16,"Dry","W","5S","Soil",1750.4,25.73333333,1299.96373339168,30.33333333,93,12.2,"5","C",19,346.932755441812,0.534208875859021,1.57294543709599,0.673236551523829,3.06031780685203,10.1903416468078,27.9850746294762,435.748535493415,13.8,1.4472638204457,0.55587410659401,0.671246638070472,3.1099581369928,347
2020-03-16,"Dry","C","6S","Soil",1852.8,35.73333333,1190.73280006176,25.33333333,93,12.2,"6","C",12,118.41447551683,0.704823759016411,1.75142124570846,0.76233589859665,4.20761904761905,10.1903416468078,27.9850746294762,285.339100322617,14.2,1.71900606404658,0.653657620169632,0.724808182916186,3.81855873946793,118
2020-03-16,"Dry","W","7S","Soil",1378.5,28.23333333,989.30350004595,29.5,93,12.2,"7","D",13,777.314544994819,0.496391962128689,1.27322024431105,0.616993991491601,2.61092509721834,25.0223964760567,30.7440719680504,435.748535493415,13.8,1.4472638204457,0.55587410659401,0.671246638070472,3.1099581369928,777
2020-03-16,"Dry","C","8S","Soil",1722.3,40.76666667,1020.17569994259,25.43333333,93,12.2,"8","D",18,308.770342224115,0.587514074629005,1.69813408867418,0.725059208868733,3.63714673215791,25.0223964760567,30.7440719680504,285.339100322617,14.2,1.71900606404658,0.653657620169632,0.724808182916186,3.81855873946793,309
2020-03-16,"Dry","W","9S","Soil",1267.3,28.53333333,905.69706670891,30.3,93,12.2,"9","E",12,330.132459285195,0.551989876123269,1.37164331379436,0.650115067623485,2.85808249360075,30.2252111012943,2.5056947833137,435.748535493415,13.8,1.4472638204457,0.55587410659401,0.671246638070472,3.1099581369928,330
2020-03-16,"Dry","C","10S","Soil",1496.8,29.26666667,1058.73653328344,25.6,93,12.2,"10","E",13,170.958490908657,0.766414768471655,1.9658150679404,0.806778814643738,5.17541592634469,30.2252111012943,2.5056947833137,285.339100322617,14.2,1.71900606404658,0.653657620169632,0.724808182916186,3.81855873946793,171
2020-06-01,"Wet","W","1S","Soil",1480.8,41.33333333,868.73600004936,30.4,170,261.6,"1","A",11,284.321128612105,0.709264333941918,1.70074159352381,0.750413113887237,4.00662076271187,11.1945306249791,0.879296570743407,322.259849314132,12.2,1.81311985732402,0.725579172884372,0.792406879963236,5.01860351276629,284
2020-06-01,"Wet","C","2S","Soil",1476.7,41.7,860.9161,26.73333333,170,261.6,"2","A",16,275.288149449174,0.690737710210379,1.91513158535503,0.79204969836254,4.80884130547401,11.1945306249791,0.879296570743407,292.233101017692,16,1.98734897912267,0.719975947403781,0.805325325974627,5.18438526005539,275
2020-06-01,"Wet","W","3S","Soil",1668.8,40.46666667,993.49226661104,30.36666667,170,261.6,"3","B",13,300.958558056961,0.776015252850169,1.99043982417839,0.837261328173063,6.14482094989346,-4.94214372272889,10.2734663636364,322.259849314132,12.2,1.81311985732402,0.725579172884372,0.792406879963236,5.01860351276629,301
2020-06-01,"Wet","C","4S","Soil",1713.5,45.1,940.7115,26.23333333,170,261.6,"4","B",15,264.693266745437,0.700393988470092,1.89670208132721,0.798210100149158,4.95564941921859,-4.94214372272889,10.2734663636364,292.233101017692,16,1.98734897912267,0.719975947403781,0.805325325974627,5.18438526005539,265
2020-06-01,"Wet","W","5S","Soil",1809.8,39.36666667,1097.34206660634,30.16666667,170,261.6,"5","C",10,209.597359838124,0.679540454151199,1.56469971981495,0.748090737240076,3.96968332582921,21.2958040346818,1.99170124464798,322.259849314132,12.2,1.81311985732402,0.725579172884372,0.792406879963236,5.01860351276629,210
2020-06-01,"Wet","C","6S","Soil",1537.4,40.16666667,919.87766661542,26.46666667,170,261.6,"6","C",18,430.49202559405,0.687827306530223,1.98807662110474,0.799974363082839,4.99935915921689,21.2958040346818,1.99170124464798,292.233101017692,16,1.98734897912267,0.719975947403781,0.805325325974627,5.18438526005539,430
2020-06-01,"Wet","W","7S","Soil",1450.1,35.83333333,930.48083338167,28.56666667,170,261.6,"7","D",13,495.442768363724,0.693890618466917,1.77979429598531,0.783875236294896,4.62695705414152,12.8801068611069,26.8209666557644,322.259849314132,12.2,1.81311985732402,0.725579172884372,0.792406879963236,5.01860351276629,495
2020-06-01,"Wet","C","8S","Soil",1810.5,48.96666667,923.95849993965,26.06666667,170,261.6,"8","D",13,177.49714950478,0.796477811744632,2.04292525146676,0.839775678422221,6.24124970636599,12.8801068611069,26.8209666557644,292.233101017692,16,1.98734897912267,0.719975947403781,0.805325325974627,5.18438526005539,177
2020-06-01,"Wet","W","9S","Soil",1596.1,39.1,972.0249,30.13333333,170,261.6,"9","E",14,320.979431699743,0.769185205011658,2.02992385311763,0.842393984220907,6.34493547125538,3.05579145762104,-8.51063830791034,322.259849314132,12.2,1.81311985732402,0.725579172884372,0.792406879963236,5.01860351276629,321
2020-06-01,"Wet","C","10S","Soil",1292.8,36.03333333,826.96106670976,26.5,170,261.6,"10","E",18,313.194913795019,0.724442920063578,2.0939093563596,0.796616789856379,4.91682671000148,3.05579145762104,-8.51063830791034,292.233101017692,16,1.98734897912267,0.719975947403781,0.805325325974627,5.18438526005539,313
2020-08-03,"Wet","W","1S","Soil",1634.7,43.9,917.0667,29.96666667,233,222.3,"1","A",14,317.316068722155,0.711367423186587,1.87733941221008,0.79630613715001,4.90932807698997,6.4826469083067,3.37490828344645,339.282905361075,14.25,1.85872609723302,0.699668325595153,0.782303974210221,4.71519068576887,317
2020-08-03,"Wet","C","2S","Soil",1845.5,45.43333333,1007.02783339485,27.16666667,233,222.3,"2","A",11,160.869436402639,0.837182959852723,2.00747706189819,0.831123304374333,5.92148014440433,6.4826469083067,3.37490828344645,229.438460739028,15.25,2.0120548198724,0.747016734615232,0.810134003771734,5.84030748684578,161
2020-08-03,"Wet","W","3S","Soil",1900.5,48.83333333,972.42250006335,29.96666667,233,222.3,"3","B",15,406.202036639698,0.713494814315476,1.93217977539241,0.815625701009454,5.42374943511663,18.9649342104754,1.41318977129294,339.282905361075,14.25,1.85872609723302,0.699668325595153,0.782303974210221,4.71519068576887,406
2020-08-03,"Wet","C","4S","Soil",1878.4,49.53333333,947.96586672928,26.8,233,222.3,"4","B",19,327.015993803213,0.809789207690327,2.38437490803171,0.883059313215401,8.55134365545471,18.9649342104754,1.41318977129294,229.438460739028,15.25,2.0120548198724,0.747016734615232,0.810134003771734,5.84030748684578,327
2020-08-03,"Wet","W","7S","Soil",1786.6,47.26666667,942.13373327378,30.3,233,222.3,"7","D",15,358.760108106413,0.710194228141708,1.92324162234078,0.799236721403312,4.98099058249041,-12.5110786450026,7.01639342996829,339.282905361075,14.25,1.85872609723302,0.699668325595153,0.782303974210221,4.71519068576887,359
2020-08-03,"Wet","C","8S","Soil",2161.9,50.83333333,1062.93416673873,26.43333333,233,222.3,"8","D",17,255.895434083697,0.603336059392519,1.70937977442118,0.710288711072664,3.451712232901,-12.5110786450026,7.01639342996829,229.438460739028,15.25,2.0120548198724,0.747016734615232,0.810134003771734,5.84030748684578,256
2020-08-03,"Wet","W","9S","Soil",1646.1,42.53333333,945.95880005487,29.43333333,233,222.3,"9","E",13,274.853407976033,0.663616836736841,1.70214357898882,0.718047337278107,3.54669464847849,12.5755276667588,12.5428375608323,339.282905361075,14.25,1.85872609723302,0.699668325595153,0.782303974210221,4.71519068576887,275
2020-08-03,"Wet","C","10S","Soil",1935.9,48.63333333,994.40730006453,26.76666667,233,222.3,"10","E",14,173.972978666562,0.737758711525359,1.94698753513851,0.816064686424538,5.43669391462307,12.5755276667588,12.5428375608323,229.438460739028,15.25,2.0120548198724,0.747016734615232,0.810134003771734,5.84030748684578,174
2020-05-01,"Wet","W","1S","Soil",1230.1,32.13333333,834.82786670767,29.96666667,139,257.1,"1","A",11,668.401262407061,0.571774330388711,1.37105496394654,0.644936473066893,2.81639741664707,17.7829722809675,9.73782772471911,703.823378232057,12.2,1.42267544327832,0.578285739801401,0.662212148761856,3.12456470858571,668
2020-05-01,"Wet","C","2S","Soil",1220.6,35.6,786.0664,26.53333333,139,257.1,"2","A",16,653.888780896881,0.601461233806553,1.66760463371647,0.705120440884798,3.39121505403948,17.7829722809675,9.73782772471911,729.653080765421,15.2,1.45221937228534,0.537496846558378,0.617565220960016,3.17960958499707,654
2020-05-01,"Wet","W","3S","Soil",1416.5,40.26666667,846.12266661945,30,139,257.1,"3","B",9,459.744213630617,0.75900170336854,1.66769719688141,0.769449463279839,4.33744381698744,-88.7246344069535,6.2111801091779,703.823378232057,12.2,1.42267544327832,0.578285739801401,0.662212148761856,3.12456470858571,460
2020-05-01,"Wet","C","4S","Soil",1337.4,42.93333333,763.20960004458,26.36666667,139,257.1,"4","B",17,1159.57660903152,0.311895656993098,0.883666937346026,0.367224770172601,1.58033998940314,-88.7246344069535,6.2111801091779,729.653080765421,15.2,1.45221937228534,0.537496846558378,0.617565220960016,3.17960958499707,1160
2020-05-01,"Wet","W","5S","Soil",1385.1,35.53333333,892.92780004617,30.26666667,139,257.1,"5","C",15,638.349483542261,0.500556130825514,1.35553113074498,0.602166412878636,2.51361381334286,18.9079540033587,-20.4519773898305,703.823378232057,12.2,1.42267544327832,0.578285739801401,0.662212148761856,3.12456470858571,638
2020-05-01,"Wet","C","6S","Soil",1030.2,29.5,726.291,26.53333333,139,257.1,"6","C",14,689.806152079538,0.633406350313245,1.67159567141902,0.719718248134469,3.56783841025714,18.9079540033587,-20.4519773898305,729.653080765421,15.2,1.45221937228534,0.537496846558378,0.617565220960016,3.17960958499707,690
2020-05-01,"Wet","W","7S","Soil",1155.5,30.7,800.7615,30.16666667,139,257.1,"7","D",13,1217.59100556158,0.441197652328788,1.13164963485426,0.570011274435456,2.32564237280192,-3.70289522803706,30.6997742663657,703.823378232057,12.2,1.42267544327832,0.578285739801401,0.662212148761856,3.12456470858571,1218
2020-05-01,"Wet","C","8S","Soil",1381.3,44.3,769.3841,26.16666667,139,257.1,"8","D",15,909.818645849323,0.402962280153634,1.09124208380665,0.479697959183674,1.92196055666254,-3.70289522803706,30.6997742663657,729.653080765421,15.2,1.45221937228534,0.537496846558378,0.617565220960016,3.17960958499707,910
2020-05-01,"Wet","W","9S","Soil",1355.7,34.1,893.4063,30.43333333,139,257.1,"9","E",13,535.030926018767,0.618898882095453,1.5874442899644,0.724497120148457,3.62972612314927,18.4666434009057,0.486381332637505,703.823378232057,12.2,1.42267544327832,0.578285739801401,0.662212148761856,3.12456470858571,535
2020-05-01,"Wet","C","10S","Soil",1119.1,34.26666667,735.62173329603,26.66666667,139,257.1,"10","E",14,235.175215969837,0.737758711525359,1.94698753513851,0.816064686424538,5.43669391462307,18.4666434009057,0.486381332637505,729.653080765421,15.2,1.45221937228534,0.537496846558378,0.617565220960016,3.17960958499707,235
2020-02-14,"Dry","W","1S","Soil",1142.4,28.33333333,818.72000003808,29.7,62,0.5,"1","A",12,417.725229607305,0.647009745431552,1.6077588189005,0.715291374074364,3.51236284727528,-5.69754786138052,5.23968785953177,284.763915581001,13.8,1.73040616075825,0.65861308601933,0.748230352759174,4.23252976697506,418
