"Acari other","Annelida","Araneae","Blattodea","Chilopoda","Coleoptera","Dermaptera","Diplopoda","Diplura","Diptera","Entomobryomorpha","Gastropoda","Hemiptera","Hymenoptera","Isopoda","Ixodida","Lepidoptera","Neuroptera","Opiliones","Oribatida","Orthoptera","Palpigradi","Phthiraptora","Poduromorpha","Protura","Pseudoscorpiones","Psocoptera","Schizomida","Symphyla","Symphypleona","Tetramerocerata","Thysanoptera","Trichoptera","Unknown","Zoraptera","Decomposers","Fungivores","Herbivores","Predators"
0.190854870775348,0,0.0298210735586481,0,0,0.0238568588469185,0,0.00795228628230616,0,0.00198807157057654,0.153081510934394,0,0.00596421471172962,0.411530815109344,0.00198807157057654,0.00198807157057654,0,0,0.00596421471172962,0.0854870775347912,0,0,0,0.00198807157057654,0,0.00397614314115308,0,0.00198807157057654,0.00397614314115308,0.0656063618290258,0.00198807157057654,0,0,0,0,0.0099403578528827,0.222664015904573,0.00596421471172962,0.0417495029821074
0.25531914893617,0,0.00265957446808511,0,0,0.023936170212766,0,0.00531914893617021,0.00265957446808511,0.0265957446808511,0.252659574468085,0,0.00531914893617021,0.0372340425531915,0,0,0.00265957446808511,0,0,0.196808510638298,0,0,0,0.0186170212765957,0,0.00265957446808511,0,0,0,0.159574468085106,0.00797872340425532,0,0,0,0,0.00531914893617021,0.438829787234042,0.00531914893617021,0.00797872340425532
0.302486187845304,0,0,0,0,0.0138121546961326,0,0,0,0.00552486187845304,0.0662983425414365,0,0,0.0414364640883978,0.00138121546961326,0,0,0,0,0.406077348066298,0,0,0,0.00414364640883978,0,0,0,0,0,0.156077348066298,0.00138121546961326,0.00138121546961326,0,0,0,0.00138121546961326,0.227900552486188,0.00138121546961326,0
0.164053075995175,0,0.00120627261761158,0,0,0.0156815440289505,0,0,0,0.0108564535585042,0.131483715319662,0,0.00361881785283474,0.0265379975874548,0.00241254523522316,0,0.00120627261761158,0,0,0.480096501809409,0,0,0,0.00120627261761158,0,0.00120627261761158,0,0,0,0.159227985524729,0,0,0,0.00120627261761158,0,0.00241254523522316,0.291917973462002,0.00361881785283474,0.00241254523522316
0.235772357723577,0,0.00232288037166086,0.00348432055749129,0,0.0174216027874564,0,0,0,0.00348432055749129,0.102206736353078,0,0,0.0278745644599303,0,0,0,0,0.00116144018583043,0.519163763066202,0,0,0,0.00580720092915215,0,0.00116144018583043,0,0,0.00232288037166086,0.0766550522648084,0,0.00116144018583043,0,0,0,0.00348432055749129,0.184668989547038,0.00116144018583043,0.00464576074332172
0.100456621004566,0,0.0091324200913242,0,0.0015220700152207,0.0380517503805175,0,0.0060882800608828,0.0076103500761035,0.0045662100456621,0.135464231354642,0,0.0136986301369863,0.270928462709285,0.0091324200913242,0,0,0,0.0060882800608828,0.26179604261796,0.0030441400304414,0,0,0.0091324200913242,0,0.0106544901065449,0,0,0.0060882800608828,0.105022831050228,0,0,0,0.0015220700152207,0,0.015220700152207,0.249619482496195,0.0136986301369863,0.0350076103500761
0.252163164400494,0.000618046971569839,0.00370828182941904,0.000618046971569839,0,0.0234857849196539,0,0.00618046971569839,0.00432632880098887,0.00494437577255871,0.0988875154511743,0.000618046971569839,0.00370828182941904,0.00927070457354759,0.000618046971569839,0,0,0,0.00370828182941904,0.453028430160692,0,0,0,0.0247218788627936,0,0.00185414091470952,0,0,0.00185414091470952,0.101977750309023,0.00247218788627936,0.00123609394313968,0,0,0,0.00803461063040791,0.228677379480841,0.00494437577255871,0.0135970333745365
0.105058365758755,0,0.00194552529182879,0,0,0.0272373540856031,0,0.00778210116731518,0,0.0116731517509728,0.147859922178988,0,0.00778210116731518,0.223735408560311,0,0,0,0,0.00389105058365759,0.175097276264591,0.00194552529182879,0,0,0.0350194552529183,0,0.00389105058365759,0,0,0,0.243190661478599,0,0,0,0.00389105058365759,0,0.00778210116731518,0.426070038910506,0.00778210116731518,0.00972762645914397
0.358900523560209,0,0.000523560209424084,0.000261780104712042,0,0.00261780104712042,0,0.000523560209424084,0,0.00209424083769633,0.120680628272251,0.000261780104712042,0.000785340314136126,0.0392670157068063,0.000523560209424084,0,0.00183246073298429,0,0.000785340314136126,0.422774869109948,0,0,0,0.00418848167539267,0,0.000523560209424084,0.000785340314136126,0,0.000785340314136126,0.0395287958115183,0.000523560209424084,0.000261780104712042,0,0.00157068062827225,0,0.00130890052356021,0.165183246073298,0.00183246073298429,0.00183246073298429
0.150501672240803,0,0.00334448160535117,0.0535117056856187,0,0.0211817168338907,0,0.00334448160535117,0.00222965440356745,0.00334448160535117,0.130434782608696,0,0.0156075808249721,0.177257525083612,0.00557413600891862,0,0.00111482720178372,0,0.00111482720178372,0.131549609810479,0,0,0,0.00445930880713489,0,0.00111482720178372,0,0,0,0.288740245261984,0.00222965440356745,0,0,0.00334448160535117,0,0.0624303232998885,0.425863991081382,0.0156075808249721,0.00780379041248606
